Tenure,Age,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek
-1.0486937738929123,0.7208891918717686,-0.003942361662995733,-1.1384301009837783,-0.6799436034806564
-1.2619380576225387,-1.2598941602313918,1.6302443791492094,-1.1858165413008284,0.5703025736651987
-0.709904305418946,-0.14872301149059447,-0.2952100558043577,-0.6121071429998013,0.2523344356260845
-0.6594909868601669,-0.24534658964196812,-1.226459744051069,-0.5618290531220694,1.650423324527104
-1.2424890726010234,1.4455660280070712,-0.5280592998518021,-1.4281130576314975,-0.6231248885080779
-1.0409230927550768,1.4455660280070712,0.2883554631878395,-1.0767350520754537,-0.5311979392140393
-0.80510395401078,1.2523188717043239,0.6402356505389704,-0.6795872767839365,0.3967972978694198
-1.1444186085115955,-1.1149587930043312,-1.343031106782021,-1.1040747381290161,-0.7426752830169476
-0.9947978448933136,-0.1970348005662813,-1.2844026811335378,-0.951572545654223,-1.4323974320631823
-1.1762670000087003,1.5905013952341316,-0.23617586060521356,-1.3195371577542925,-0.43481717421440197
-0.5770483685234585,-1.4531413165341391,0.05433473857884108,-0.3036540721250151,-0.22184550268073722
-0.9077689152544611,0.14114772296352657,-0.5277384799321777,-1.0121072491761227,-1.1159275420924508
-0.8136234482599254,1.4455660280070712,-0.8193555434031561,-1.004877455913943,-0.580632246153202
-0.6673571853756756,-1.163270582080018,0.28751304601339495,-0.6606188867958125,-1.3848306433249356
-0.9252328072579742,-1.1149587930043312,-0.29479094301395414,-0.8282847107426231,0.6010990316878263
-0.7811566855389862,-0.6801526913231497,0.11703730009563959,-0.7103513198718215,0.26768025402102014
-0.7088452185653308,0.47933024649333444,0.5202575700798162,-0.6049365920864771,1.1831237736458975
-1.2185750670311986,0.3343948792662739,0.699950607117972,-1.148697601900194,-0.05735227227347354
-0.658631415473953,0.38270666834196077,-0.4688548328044843,-0.7135169187804979,-0.14352813297621636
-0.8213885790573158,-1.4531413165341391,-0.5281442494828386,-0.6581540880552664,0.3093437118699992
-0.5321727863476737,-0.7284644803988365,0.287674701807982,-0.4859857540746071,0.6945666649325521
-1.2143145656823413,-1.1149587930043312,-1.0509035537793596,-1.2804844704224376,-1.0137798082275633
-1.0541097106551458,-0.052099433339220784,-1.1098527993474674,-1.2260488500906885,-0.2113133431013818
-0.9825817446053605,0.7208891918717686,-0.5280592998518021,-1.1197396334001866,-0.972052054422171
-1.087460943391071,1.0590717154015765,-0.23549509922535605,-1.153884368018907,1.2587053898201215
-1.1484497721666684,1.15569529355295,-1.8668816691952175,-1.198029565630373,-0.07868904700076702
-0.9121684396828892,-0.293658378717655,1.1649175224034742,-0.862993394522999,1.9693291514128444
-1.25302303127688,0.8175127700231423,-0.7601510763558383,-1.360590162752723,1.590822502492453
-1.2515873143732732,-1.5980766837611995,0.6405564704585948,-0.9760358216009296,1.1538004008834628
